CURP,nombre_cliente,paterno_cliente,materno_cliente,Localidad,calle_cliente,numero_cliente,CP_cliente,tipo_cliente,fotografia_cliente,telefono_casa,telefono_celular_cliente,Edificio,correo_electronico_cliente
LZHC970829MKCRLM10,GONZALO RAMON,BALLESTRINO,SEVERO,CUAHUTEMOC,CRUZ VERDE  ,82,50580,E,mshltfxb/wmczlsdg.enm,23-84-48-04,55-13-35-81-04,Facultad de Odontologia,htompkiss5z@shutterfly.com
CXWF981209MFRLSZ15,WASHINGTON ULISES,BALLIVA,GIMENEZ,GUSTAVO A. MADERO,LERDO  ,26108,77661,E,ycwb/ownytbezlg.klh,68-38-86-59,55-09-17-17-50,Facultad de Quimica,mgieraths60@google.cn
LFCA961227HMYJCD11,ALBERTO,BALOSTRO,CAMPOS,VENUSTIANO CARRANZA,JUAN ALDAMA  ,5166,47046,E,mhyw/cjfkg.rbg,22-86-63-85,55-19-27-92-10,Facultad de Ciencias,rjennery61@narod.ru
AOSN691128HPKALM02,GONZALO,BALSEIRO,GIGLIO,MIGUEL HIDALGO,SAN EMETERIO  ,277,41760,E,vbxpuqi/mebufyhp.sjo,58-60-99-92,55-72-13-29-59,Facultad de Quimica,wtawse62@posterous.com
BSEL831209MLKIJP58,EDUARDO IGNACIO,BANDEIRA,CASTELLS,IZTACALCO,IXTLE  ,81984,41973,E,ytxknfjlv/aijyedbcgk.mkz,20-08-08-40,55-97-38-91-49,Facultad de Quimica,chenrichsen63@123-reg.co.uk
TUNI991219HULZSF36,MARIO ISIDRO,BANDERA,PERG,AZCAPOTZALCO,RA CERRADA CAMINO  ,151,81356,E,byosikxcu/wpqtxjn.xcm,82-68-72-23,55-62-30-20-70,Facultad de Odontologia,jheadford64@cnet.com
NAHQ891219MCVSMZ43,JULIO CESAR,BANGO,ALVAREZ,ALVARO OBREGON,PARAJE  ,74233,94381,E,zyhn/ylgafsbmd.nbf,53-19-85-15,55-28-74-20-88,Facultad de Psicologia,bmcgirl65@cornell.edu
YBOL651128HYVWZF33,HECTOR CARLOS,BAPTISTA,ETCHATZ,COYOACAN,AV. QUERETARO  ,9627,33990,E,bjmqiu/khmxqu.yqm,57-36-67-53,55-63-13-33-64,Facultad de Quimica,elibrey66@163.com
JYHA831127HBSPIW41,GUSTAVO ADOLFO,BAPTISTA,DOMATO,TLAHUAC,ALMEJA  ,1658,46755,E,qwdbh/krhvtdxgs.nco,62-55-48-83,55-11-28-60-36,Facultad de Ciencias,mroscow67@newyorker.com
UZRL881109HAYHJI74,CARLOS,BARAIBAR,PONCE DE LEON,IZTAPALAPA,HALCON  ,85,75607,E,wszijdb/sahoqeicm.eru,38-52-33-85,55-54-95-70-98,Facultad de Psicologia,ecleminshaw68@storify.com
VHDK791229HHACJV10,VERONICA,BARANZANO,CIBILS,CUAJIMALPA,MANUEL GANDA  ,5,39035,E,fekhznjix/zgkbvhn.wsq,79-03-35-36,55-36-22-69-44,Facultad de Quimica,nconstantine69@addthis.com
BJAF781129MEYGVS54,EDUARDO ALBERTO,BARBACHAN,SUAREZ,BENITO JUAREZ,RICARDO FLORES MAGON  ,90558,63457,E,mnjpulfybg/pxufywkh.osr,96-76-76-88,55-68-57-52-73,Facultad de Ciencias,bdowsey6a@addtoany.com
IXMR961106MCKNVZ60,MARIO NELSON,BARBATO,ALMANDOS,TLALPAN,EMILIANO CARRANZA  ,18,17657,E,ifqte/txinlsj.nyb,83-08-25-45,55-61-80-92-41,Facultad de Odontologia,dshuttleworth6b@theglobeandmail.com
GKUH971218HKBSLW86,GONZALO MAURICIO,BARBOZA,SILVA,CUAHUTEMOC,AV. CRISTOBAL HIDALGO  ,55471,12191,E,ifrqmpxzu/tqmuylrvce.xpw,74-43-11-96,55-31-22-17-55,Facultad de Psicologia,stower6c@cloudflare.com
FTLN641229MVBAJX53,GRACIELA TERESA,BARCELONA,CAMPELO,GUSTAVO A. MADERO,AV. MORELOS SUR  ,24040,36795,E,xtcqfis/zksrclyn.dju,41-55-95-43,55-12-43-03-96,Facultad de Quimica,achidgey6d@dmoz.org
VOBY730819HCZMRU45,GUSTAVO ADRIAN,BARES,SILVA,VENUSTIANO CARRANZA,CALLE MELCHOR OCAMPO  ,9133,19389,E,awzljpnmh/cwhlguxyd.zhx,05-73-80-06,55-99-35-18-41,Facultad de Ciencias,csalack6e@youtube.com
IRBE911209HXLTDJ74,MARIO  GUIDO,BARITE,ROQUETA,MIGUEL HIDALGO,NORTE   ,2,66946,E,koqs/vcsnb.jkb,21-77-64-91,55-98-52-81-13,Facultad de Ciencias,ssyrett6f@dedecms.com
DOWH850828HTMQOP39,WILSON RAMON,BARITE,PEREZ,IZTACALCO,HOMBRES ILUSTRES  ,2,48050,E,infxtmuzl/tfzom.oiu,46-01-41-32,55-05-07-84-18,Facultad de Ciencias,jbloxsom6g@weebly.com
XCDA930817MMYURO98,PABLO HUGO,BARLETTA,AILLAUME,AZCAPOTZALCO,MANUEL GANDA  ,834,77596,E,aisjwhunk/nxtpe.orz,01-61-01-89,55-42-10-82-44,Facultad de Quimica,zmchirrie6h@virginia.edu
VXTI930909MSHMLP91,CARLOS,BARONE,ZABALLA,ALVARO OBREGON,ADELAIDA  ,40393,91673,E,lfoiad/dgxphabe.vnz,40-15-22-74,55-20-86-97-96,Facultad de Psicologia,amulvany6i@phpbb.com
VMCD931209HNOCDT75,WLADIMIR,BARQUET,FASSIO,COYOACAN,NIÑOS HEROES  ,2,98103,E,mlpojvkqr/yjsd.xdl,14-27-21-11,55-32-84-49-00,Facultad de Psicologia,bkingerby6j@oracle.com
KWTQ871226HWMHKX69,VICTOR,BARRAGAN,CARABALLO,TLAHUAC,CALZADA DE LAS BOMBAS  ,1790,60334,E,cxgsbliny/sqjw.jrq,25-47-83-47,55-35-79-63-20,Facultad de Ciencias,rcawood6k@sfgate.com
XHCS851218HZIXCR99,SILVESTRE ---,BARREDA,RIVERO,IZTAPALAPA,MARGARITA MAZA DE JUAREZ  ,2154,68616,E,mzubpna/plfuvxmq.efj,34-65-92-22,55-34-29-63-92,Facultad de Quimica,fbreach6l@ycombinator.com
ZDWO911126MBYKRI73,FABRIELA,BARREIRO,REBOLLAR,CUAJIMALPA,JAMES MONROE  ,1739,62590,E,kuvhzcr/zneywsdr.oby,80-15-61-02,55-55-94-28-22,Facultad de Psicologia,jshapter6m@ovh.net
NYDL811227HOHVDM00,GERMAN,BARREIRO,MACCIO,BENITO JUAREZ,EMILIO LAURENT  ,89,38536,E,qjbrfu/zovmujr.fid,31-22-73-53,55-35-64-50-50,Facultad de Quimica,rsouthernwood6n@mozilla.org
PUJL961007MVXOMB84,ISMAEL RAUL,BARREIRO,CARSOGLIO,TLALPAN,OMEGA  ,8553,48478,E,fgawujzrvk/bpwvmol.vbz,71-09-31-85,55-07-07-31-27,Facultad de Quimica,kscandrick6o@tinypic.com
ZGTI981228HKVEWR82,RAQUEL AMALIA,BARREIRO,CARSOGLIO,CUAHUTEMOC,CDA. APETLATIPAC  ,2,18615,E,fqdjbgoaey/pulend.efs,28-42-70-30,55-34-83-79-68,Facultad de Ciencias,mwickson6p@sourceforge.net
PNBT831129MJRCXL45,HUMBERTO,BARRELLA,ROSA,GUSTAVO A. MADERO,BUENA SUERTE  ,5947,24253,E,yafeju/cmunqtkdas.poz,26-54-77-96,55-31-48-92-86,Facultad de Psicologia,jsysland6q@uiuc.edu
WAVB981107HFUJKR10,VICTOR MARIA,BARRENECHEA,DE LA FUENTE,VENUSTIANO CARRANZA,NUEVA YORK  ,696,66214,E,qblfvhadkg/ivgkezq.ibk,28-02-79-74,55-42-99-40-21,Facultad de Ciencias,rfolker6r@fc2.com
KBFM801219MKJBFC71,OSCAR GUSTAVO,BARRERA,PEREYRA,MIGUEL HIDALGO,UNIDAD HABITACIONAL MILITAR  ,3,64092,E,znxvguwc/cnzbq.nmo,12-17-46-30,55-51-99-53-41,Facultad de Quimica,amathely6s@clickbank.net
NAPX991009MBPEKY58,JUAN CARLOS,BARRETO,BENTANCOR,IZTACALCO,LAGO BOLSENA  ,918,76619,E,lrkvea/egtjbfkrza.vgb,21-75-83-08,55-84-26-82-97,Facultad de Ciencias,rhalsho6t@drupal.org
QDAV861017HUMIKS38,SIOMARA,BARRETO,DE LEON,AZCAPOTZALCO,SANTA MARIA  ,37128,26431,E,ejtixpwd/lhqvwg.sti,55-00-02-03,55-56-18-43-29,Facultad de Quimica,bmoodie6u@accuweather.com
KDTB950928MDCKPO22,MARIA SOLEDAD,BARRIOLA,DANREE,ALVARO OBREGON,ALCANFORES  ,0,26010,E,dskwnu/gfwhp.lya,98-03-21-34,55-77-97-77-30,Facultad de Ciencias,darondel6v@dyndns.org
IAUJ861128MTEIFR78,ANA MARIA,BARRIOLA,ELDUAYEN,COYOACAN,BUENA VISTA  ,3731,72799,E,fqdkwuix/jutwkgpa.gly,70-39-24-67,55-52-98-51-49,Facultad de Quimica,thatherell6w@yellowpages.com
XVCK831229MECGTR27,PABLO,BARRIOS,LASSO,TLAHUAC,PENNSYLVANIA  ,4,29931,E,peuctsikrg/aqdlcygtm.nls,54-06-16-97,55-18-09-61-12,Facultad de Quimica,efellgate6x@blogger.com
CGOQ901129MKLUEB43,HECTOR CICERON,BARRIOS,SANCHEZ,IZTAPALAPA,JITOTOL  ,5775,12877,E,agqtlneipd/tknmsbgea.dra,18-76-98-02,55-64-88-92-91,Facultad de Ciencias,ccordero6y@tripod.com
XFKS881229MGIXLH16,JULIANA,BARRIOS,VIANA,CUAJIMALPA,MAR ROJO  ,9935,53163,E,iekvbglh/htbmceru.sou,21-10-58-86,55-40-47-02-07,Facultad de Ciencias,fclues6z@drupal.org
CTXP911129HYJVKX72,ARTIGAS ALEXIS,BARRIOS,FERNANDEZ,BENITO JUAREZ,COPA DE ORO  ,83,42912,E,fmqki/kepvih.xmt,52-00-44-13,55-93-34-30-52,Facultad de Ciencias,hkenworth70@seattletimes.com
VMCX821107HHZAXU08,DANIEL HONORIO,BARRIOS,RECUERO,TLALPAN,DR. JOSE G. PARRES  ,571,74912,E,admfbjtpk/piwyrsglx.ytx,22-39-18-64,55-22-42-74-11,Facultad de Ciencias,icoultas71@so-net.ne.jp
DWRY800828HVDGXQ51,OSCAR DIEGO,BARROS,GENERALLI,CUAHUTEMOC,A. CERRADA DE SOLIDARIDAD  ,95393,89861,E,uoistnwm/kdnt.xdw,85-56-95-12,55-79-28-57-08,Facultad de Ciencias,fsnipe72@auda.org.au
YKOQ851029MGTHCN83,RAFAEL ARTURO,BARTZABAL,GOYTI?O,GUSTAVO A. MADERO,ALCANFORES  ,60,48873,E,jpco/vepg.rnf,44-27-92-77,55-53-64-63-17,Facultad de Quimica,jmattaser73@nature.com
TNGM951209HVMAFZ45,JORGE OTTO,BASSO,GARRIDO,VENUSTIANO CARRANZA,CAOBAN  ,469,63893,E,dhfio/icuwzfyh.jvg,94-64-95-86,55-30-44-49-08,Facultad de Psicologia,clivermore74@trellian.com
ECKG951208HMKGVC94,HAYDEE EMILIA,BASTERRECH,RIOS,MIGUEL HIDALGO,SEBASTIAN L TEJADA  ,83,67781,E,xprazkqj/yzcv.yuc,62-22-64-29,55-14-55-97-79,Facultad de Odontologia,pubanks75@java.com
IDVG721119MOYJSP34,HECTOR,BASTON,MAIO,IZTACALCO,HOMBRES ILUSTRES  ,7,77581,E,xkuzij/himbxvg.hlp,91-01-54-41,55-38-63-87-47,Facultad de Ciencias,sblackey76@howstuffworks.com
THGF961009HLSIFW46,FAVIO DANIEL,BATISTA,PEREGALLI,AZCAPOTZALCO,CALLEJON PACHECO  ,78618,87008,E,jkfcrm/vsroi.qrj,31-43-87-32,55-36-92-35-76,Facultad de Ciencias,vanglim77@blogs.com
SYUD831119MWAJMI24,JULIO JOSE,BATTISTONI,SPINELLI,ALVARO OBREGON,HEROES DE NACOZARI  ,19,31167,E,bafkiuh/hskfqwzv.tkw,24-20-42-15,55-91-67-53-12,Facultad de Ciencias,vvoss78@howstuffworks.com
MLPR951028HHWJYO98,EDUARDO,BAUBETA,SILVERA,COYOACAN,XICOTENCATL  ,6193,13451,E,lmsvc/asklivxro.ktu,13-46-97-17,55-44-51-19-78,Facultad de Ciencias,srobertz79@admin.ch
RLNJ721219HPQKLT04,ISABELINO WILSON,BAUER,DE SOUZA,TLAHUAC,JAMES MONROE  ,82,43811,E,dupbwqaf/jftde.gsh,15-23-45-15,55-79-09-88-83,Facultad de Ciencias,aamps7a@paypal.com
WGOE851225HSPWAN78,ROBERTO BENJAMIN,BAVOSI,LUCHINI,IZTAPALAPA,ANGEL TRIAS  ,7471,15445,E,vycxjdkf/zxfp.lqt,45-57-38-25,55-80-83-38-12,Facultad de Ciencias,gickov7b@cdbaby.com
ZSQU991118MHWUBL02,JOSE ARTURO,BAYARDI,LOZANO,CUAJIMALPA,ARTEMISAS  ,90480,50505,E,slyuoqkf/xjqnkwyr.ivs,07-94-15-72,55-53-33-24-64,Facultad de Quimica,cratt7c@google.com.au
WZRH741227HBQDIA96,EDITH ELENA,BAYGORRIA,MOURIN,BENITO JUAREZ,CALLE PARROQUIA  ,707,65441,E,ewzkl/xcivzjkub.hbd,52-56-22-81,55-36-99-38-20,Facultad de Quimica,vroddick7d@discovery.com
BOSX921029MGEPUK91,ROBERTO,BAZ,COGO,TLALPAN,VILLA DE LAS FLORES  ,403,31752,E,rtoicgxk/vrbztcoxy.uvb,18-15-99-16,55-10-03-72-32,Facultad de Ciencias,mdevere7e@blogspot.com
KTYX991218HQPHLY17,ANA MARIA,BAZ,DIAZ,CUAHUTEMOC,PLAZUELA  DE SAN PEDRO  ,942,47996,E,njtxugscbm/lcwk.awo,62-06-51-23,55-52-43-73-79,Facultad de Ciencias,wkeigher7f@dot.gov
LMJY941129MYIJKQ89,MARIA CRISTINA,BECEIRO,MENDARO,GUSTAVO A. MADERO,A. CALLE SUR  ,16,41939,E,pocjamnx/kousf.efb,63-30-09-35,55-95-34-92-16,Facultad de Quimica,klorens7g@icq.com
WNYQ821229MYKXJD09,VICTORIA,BEGA,BONILLA,VENUSTIANO CARRANZA,PRIV. DEL CEDRAL  ,12978,57111,E,vacw/drsjlo.rah,86-02-95-48,55-00-86-35-67,Facultad de Ciencias,sdockreay7h@wunderground.com
YKWN631209HXGMKC56,RONI LUCAS,BEJEREZ,PEREIRA DAS NEVES,MIGUEL HIDALGO,NEZAHUALCOYOTL  ,91,30326,E,voyl/wkvet.knj,89-74-65-94,55-01-61-09-10,Facultad de Quimica,pjaniak7i@admin.ch
KQHD741219HODWGU62,GUSTAVO ROBERTO,BELARRA,MUNIZ,IZTACALCO,NEZAHUALCOYOTL  ,2,18854,E,aotmcxpk/swbxnu.cga,63-84-42-11,55-82-61-54-37,Facultad de Ciencias,obryce7j@flavors.me
UDJC631228HOANXZ03,JULIA SUSANA,BELLA,GRASSI,AZCAPOTZALCO,BRUSELAS  ,37673,47965,E,bquwvk/dkpvcal.zdj,44-96-09-92,55-30-47-64-01,Facultad de Ciencias,blahiff7k@stanford.edu
XHRW961206HVTRHB06,DIAMELA,BELLO,CANZANI,ALVARO OBREGON,SN. CIPRIAN  ,439,29387,E,hzmtifjus/uhlmyqp.syr,51-62-58-22,55-26-47-13-70,Facultad de Ciencias,mphelps7l@dropbox.com
WEOH681001HJZXOP48,SILVANA,BELLO,SUAREZ,COYOACAN,ZEMPOALTEPETL  ,1,53262,E,yvec/upxlsrk.rzp,20-50-80-79,55-39-21-85-93,Facultad de Psicologia,athursfield7m@cbsnews.com
WQUZ951226MRQWPU54,MANUEL JOAQUIN,BELLO,BELEA,TLAHUAC,CALZADA DE LA VIRGEN  ,5208,16087,E,ltdnsvekj/rlzyoutw.mdr,85-33-99-43,55-72-83-91-67,Facultad de Ciencias,blowde7n@google.ca
VHCF981228MUXVTS68,ANA MARIA,BELLO,ANDRIOLO,IZTAPALAPA,CARMEN SERDAN  ,8,85149,E,gwhq/pbyzwih.pmu,47-81-84-87,55-90-36-06-55,Facultad de Medicina Veterinaria y Zootecnia,dimlacke7o@i2i.jp
GFCL731209HEVHTO79,GRACIELA TERESITA,BELLO,ASTRALDI,CUAJIMALPA,HALCON  ,9,37185,E,mdhyqg/wdckjtuoi.ifs,18-34-03-53,55-20-45-89-43,Facultad de Quimica,rgantzman7p@dailymail.co.uk
ITAB891208MNWXAY69,ERNESTO GABRIEL,BELTRAME,LEMOLE,BENITO JUAREZ,AGUAJE  ,1,48795,E,fnegmoadi/nqpysozcw.erz,80-16-96-94,55-71-18-73-35,Facultad de Psicologia,eoculligan7q@newyorker.com
YDCE631029HGFQCW32,FRANCISCO SNATIAGO,BELTRAME,ECHEVERRIA,TLALPAN,CALLE  DE MAYO  ,3,85721,E,amxncgdqti/gzwnle.nqd,92-23-94-26,55-40-20-44-52,Facultad de Ciencias,bvandenhoff7r@parallels.com
UQFB731018HYPAKN69,FLAVIO GUSTAVO,BELTRAN,CAULA,CUAHUTEMOC,TENORIOS  ,5692,34786,E,xbgc/mvaql.but,05-99-17-31,55-51-83-99-59,Facultad de Quimica,lfishley7s@yahoo.com
KEPY951129HJIRHG10,GARY ASTUL,BENAVIDES,NOBRE,GUSTAVO A. MADERO,OLAS ALTAS  ,3,97940,E,ezfkdrlay/kfwsadolb.shb,87-13-30-82,55-87-55-94-61,Facultad de Quimica,emccafferty7t@reuters.com
NMEV921208HAQYNP36,MARIA LILIAN,BENDAHAN,SILVERA,VENUSTIANO CARRANZA,AVENIDA SAN JERONIMO  ,30620,86615,E,zrjoakvd/tkeui.bfv,70-16-46-13,55-39-29-50-98,Facultad de Ciencias,jnosworthy7u@purevolume.com
QZPR941218MRQMPA70,ENZO,BENECH,BOUNOUS,MIGUEL HIDALGO,TOMAS URBINA  ,6704,28965,E,zjmgaskh/ulnyjfqxpv.yti,11-26-23-43,55-34-85-80-65,Facultad de Quimica,whandyside7v@guardian.co.uk
FXNK641229MUQAZE44,ESTELA,BENITEZ,CAMPARI,IZTACALCO,TLACOTAL  ,9590,98140,E,tnhlukba/tgwkvuyxd.qhl,28-86-01-98,55-91-93-43-57,Facultad de Ciencias,lswanton7w@issuu.com
TCJI991118MFXHMP09,GLORIA DEL CARMEN,BENITEZ,GARCIA,AZCAPOTZALCO,PROL. LUCAS ALAMAN  ,6345,16400,E,tgocesb/erbnalcsyf.xrd,91-06-59-03,55-31-77-04-52,Facultad de Ciencias,rmasi7x@yellowpages.com
QZXO951018HRTVZX90,ANTONIO,BENITEZ,CHEVESTE,ALVARO OBREGON,AV. DEL TALLER  ,172,95628,E,uoayzsv/qktspbhfc.agp,87-04-28-28,55-73-92-26-79,Facultad de Ciencias,nkhalid7y@berkeley.edu
QBVF921208HXVKTR71,JUAN JOSE,BENITEZ,CAORSI,COYOACAN,COPA DE ORO  ,59,81101,E,xfcvosbu/pustnzailc.cfv,30-66-63-82,55-90-95-50-54,Facultad de Quimica,bhurry7z@nih.gov
OCEV891228HSMXTE52,ROBERTO CARLOS,BENNETT,GORENA,TLAHUAC,MARINO MOSCO  ,188,54013,E,ybjdmweprk/veqd.jgm,50-92-18-01,55-47-90-88-12,Facultad de Ciencias,mkener80@nps.gov
FJNX961217MAJWUS22,ANA MARIA,BENTABERRI,ALOUY,IZTAPALAPA,CERRADA DE CUAUHTEMOC  ,3,71859,E,jpkfis/hqjowyfb.nmw,35-93-44-94,55-21-57-23-27,Facultad de Ciencias,utender81@histats.com
WIUZ941019HVQJOE94,JESUS,BENTANCOR,DODERA,CUAJIMALPA,LAGUNA DE TERMINOS  ,10,90790,E,zxybn/knxorzfym.gkv,70-12-24-64,55-96-86-37-72,Facultad de Ciencias,bnorvill82@pbs.org
EWAQ971127HDIBYT25,ALVARO,BENTANCUR,CORTABARIA,BENITO JUAREZ,ANDADOR CUAHUTEMOC  ,1597,10827,E,pdwgkolzur/svlrktnj.scz,54-92-46-99,55-04-30-69-47,Facultad de Quimica,fcrinage83@homestead.com
NUGD881009HEBUIN30,WILSON JESUS,BENTANCUR,PAIS,TLALPAN,CERRO DE LAS PALOMAS  ,6,62425,E,ibwpmulnef/wjymp.fxb,83-05-78-77,55-85-51-19-53,Facultad de Odontologia,pburchmore84@weibo.com
TIVK991029MXYDUP07,ANIBAL JOSE ENRIQUE,BENTOS,GUIMARAES,CUAHUTEMOC,A. CERRADA DE PEDRO MA. ANAYA  ,91,38956,E,fzvot/yegmnpzth.dxt,82-61-83-78,55-76-58-68-71,Facultad de Psicologia,kwarret85@miitbeian.gov.cn
PNYL691109HUFAYC98,BERTIL RANDOLF,BENTOS,SCAGNEGATTI,GUSTAVO A. MADERO,CIR.JOSEFA ORTIZ  ,2,42080,E,bcpqdzm/arwbuvz.tag,24-49-62-23,55-83-37-61-88,Facultad de Quimica,twager86@rakuten.co.jp
ZUGN981228HPYBXO82,MARTHA CATALINA,BEQUIO,DUPIN,VENUSTIANO CARRANZA,FERNANDO ROMAN LUGO  ,38375,29568,E,tsjbazkol/tpgwnisreu.zit,10-12-74-55,55-66-83-03-75,Facultad de Ciencias,lcroker87@yolasite.com
VOKF701009HMKTPA07,MARIA DEL CARMEN,BERAMENDI,USERA,MIGUEL HIDALGO,PATRICIO SANZ  ,2603,93066,E,ernqothasy/yorleu.cpd,90-87-16-18,55-55-43-63-47,Facultad de Quimica,wjost88@princeton.edu
PIRN861229HGOENV00,WALTER ENRIQUE,BERGARA,SANTILLANO,IZTACALCO,CALLEJON PACHECO  ,4038,48383,E,ezywdk/oifke.ifa,15-36-16-72,55-40-05-75-41,Facultad de Ciencias,ethornham89@tripadvisor.com
XRJD991208MKVEBL83,MARIO ESTEBAN,BERGARA,DUQUE,AZCAPOTZALCO,CDA. DE FRESNO  ,74,49103,E,tmhjkpeus/tgjvh.hjf,24-86-60-97,55-74-29-33-31,Facultad de Ciencias,jrothermel8a@un.org
VTQI701107HUWKSG82,CARLOS,BERGERET,CARRAU,ALVARO OBREGON,CALLE UNO  ,453,57440,E,osfegc/swfzoirjv.tdy,15-05-51-36,55-81-54-52-36,Facultad de Ciencias,lpatey8b@ustream.tv
JXON740928MDKOYC32,HECTOR FRANCISCO,BERGONZONI,ALVAREZ,COYOACAN,REPUBLICA DE CHILE  ,284,11327,E,zajotphy/wjskvdcmu.jiy,63-30-79-30,55-34-82-82-60,Facultad de Ciencias,gweale8c@skyrock.com
IFYT901218HHTKEJ32,JAVIER,BERMUDEZ,ABOAL,TLAHUAC,STA. CLARA II  ,92,45074,E,tifaox/lqgzph.bqd,23-04-45-55,55-45-25-29-43,Facultad de Ciencias,dlidster8d@weibo.com
FWCA671108MSIYGJ00,LILIANA BEATRIZ,BERNA,SOTO,IZTAPALAPA,CDA QUINTANA ROO  ,94,10325,E,yqmdzc/zkqhmfxp.drl,45-21-04-67,55-75-76-58-33,Facultad de Ciencias,pcaughte8e@eventbrite.com
ZOCH941029HWUEOD86,JUAN PABLO,BERNENGO,CASTRO,CUAJIMALPA,HERIBERTO FRIAS  ,5921,29458,E,ragl/ytfjvi.ezm,06-83-40-06,55-39-55-62-08,Facultad de Ciencias,gmannock8f@exblog.jp
ZBFV900919HUVLFM93,GUSTAVO DANIEL,BERNINI,SEGUESSA,BENITO JUAREZ,AVENIDA SAN JERONIMO  ,768,12266,E,kecjimdv/sgma.ael,83-58-63-91,55-88-03-57-23,Facultad de Ciencias,dwyer8g@4shared.com
KHZP741219HNRVUM07,JIMMY WILSON,BERNY,MORAES,TLALPAN,A. CERRADA DE SOLIDARIDAD  ,85,97199,E,osbdrfxuep/qiaerncd.qim,99-37-73-29,55-16-18-02-56,Facultad de Quimica,grennison8h@phpbb.com
ZGBF871026HWCKXO42,RICARDO CARLOS,BEROIS,QUINTEROS,CUAHUTEMOC,JESUS GARCIA MORALES  ,6866,49279,E,qwidhz/zcfktj.dxp,20-29-13-15,55-77-16-78-30,Facultad de Quimica,hacome8i@1688.com
EHIP911128MHNBJC68,MARIA DEL CARMEN,BEROIS,QUINTEROS,GUSTAVO A. MADERO,NORTE   ,88010,85242,E,usomvlth/szhqtalgje.eou,84-18-03-33,55-74-20-32-92,Facultad de Quimica,bmackettrick8j@psu.edu
ZCWG690729MZWISK53,MA. DEL ROSARIO,BERRO,SOTO,VENUSTIANO CARRANZA,CAPIRO  ,441,95400,E,zlybt/qsvlabw.wve,13-40-88-91,55-32-33-59-54,Facultad de Ciencias,edobey8k@narod.ru
BFLP721229HIFWPM47,JUAN ANGEL,BERRUTI,MACAGNO,MIGUEL HIDALGO,ANDADOR ARCHIDONA  ,4312,77229,E,jxizd/vkxdwfyqne.psg,11-85-68-83,55-46-47-13-39,Facultad de Quimica,nhuggins8l@sphinn.com
GMZT901019HNSAZH63,AZUCENA ESTEFANIA,BERRUTTI,REBOREDO,IZTACALCO,CAMPESINOS  ,55221,74848,E,fdecxvo/dyzreosf.dpm,78-26-26-21,55-32-28-02-23,Facultad de Odontologia,ndivis8m@bloglines.com
YZEL770929MQHDUT07,ANA MARIA,BERTA,CORVO,AZCAPOTZALCO,GRAL. RINCON  ,9882,25614,E,avqm/ytxj.mlu,50-58-57-11,55-03-17-07-71,Facultad de Quimica,gsnowdon8n@time.com
LPSR940909HTUZAD24,ELIZABETH MARIA,BERTASSI,FLORES,ALVARO OBREGON,VILLA DE LAS FLORES  ,93619,70864,E,lztpr/rydfiq.gkb,52-65-90-48,55-90-09-69-19,Facultad de Ciencias,jfildery8o@prweb.com
IFDB811028HDEHRA50,ANDRES,BERTERRECHE,ALVAREZ,COYOACAN,PERU  ,0,65023,E,ukcnryvjgd/viwe.oys,72-93-84-00,55-04-81-76-75,Facultad de Psicologia,rkahan8p@webmd.com
DPVW710923MYDEVI91,IGNACIO,BERTI,MOYANO,TLAHUAC,HALCON  ,4795,78643,E,hfzenkw/knvw.big,56-63-66-74,55-52-64-41-26,Facultad de Ciencias,rsmallcombe8q@chronoengine.com
AQBC821127HAYNMX06,HEBER ISIDRO,BERTO,SOSA,IZTAPALAPA,CENZONTLE  ,7,62037,E,xejklhvd/vnro.agu,18-19-13-08,55-29-10-36-58,Facultad de Quimica,azeal8r@csmonitor.com
LRBD871028MRWPLE37,ALEJANDRO MIGUEL,BERTON,SOLE,CUAJIMALPA,LAGO GARDA  ,34,93780,E,btmefldis/nodqyfwa.eyb,41-87-15-90,55-37-88-15-99,Facultad de Quimica,ndewinton8s@craigslist.org
SNOW681129MLJBNV87,SERGIO LEONEL,BERTON,BONJOUR,BENITO JUAREZ,BOULEVARD MALINTZI  ,77284,66807,E,girnqah/ubtkhxegvr.ust,39-26-78-29,55-50-89-56-66,Facultad de Ciencias,rskyner8t@time.com
FMUV851218HEPASD72,MAURICIO,BERTON,LEUNDA,TLALPAN,FRESNO  ,2,41166,E,cvubqei/vdwtnurob.cdh,91-33-32-29,55-54-39-72-34,Facultad de Ciencias,tdevita8u@cbc.ca
XBGC831008HKNJMT64,EDUARDO,BERTON,ENRIQUEZ,CUAHUTEMOC,ALFONSO XIII  ,9557,69115,E,rimubekjav/cjwhgk.xde,22-12-13-15,55-02-64-60-91,Facultad de Quimica,ppatley8v@home.pl
YPDB991209HWZXSI58,INOCENCIO VICTOR,BERTONI,MENDARO,GUSTAVO A. MADERO,CALLE   ,43,38139,E,gvlur/zaptvhmku.wjv,96-79-65-44,55-08-10-43-56,Facultad de Quimica,gcrunkhorn8w@bloglovin.com
CBEK971219MGHCLI03,ALVARO,BERTONI,RAMIREZ,VENUSTIANO CARRANZA,CHICOASEN  ,8422,26717,E,supwcdkbz/fvtw.qzt,95-16-27-89,55-07-39-70-10,Facultad de Ciencias,fsherel8x@gov.uk
