id_viaje,CURP,RFC,num_economico,tiempo,distancia,lugar_origen,lugar_destino,fecha_viaje
369,HFOR911129MWVMKF91,DMUG651226BY7,4431,13:47:44,41.64,Facultad de Psicologia,Cuajimalpa Grasskamp 91 52999,2010-04-16
370,DKCW711117HEZYDC67,RALO821109XC3,9193,14:58:03,28.88,Facultad de Psicologia,Benito Juarez Eastlawn 5314 10918,2017-12-25
371,DAOE691229MYJUNX08,XHMD871029JI2,1282,13:23:46,34.89,Facultad de Quimica,Tlalpan 1st 147 54482,2010-07-03
372,UHZB941219MMQPUS31,OHCA981219LB4,7365,13:45:57,36.84,Facultad de Quimica,Cuahutemoc Westerfield 873 91382,2009-12-17
373,VADO641209HHVFTU01,TIBE851117MP3,3948,13:35:07,42.46,Facultad de Musica,Gustavo A. Madero Sunfield 61 37273,2016-08-20
374,YNDP891209MDCRZQ86,HDLE861129UG3,4444,14:18:08,20.39,Facultad de Ciencias,Venustiano Carranza Dennis 821 19090,2008-06-28
375,NAFB941009HDRMWQ24,COBS991028XC9,5302,14:25:41,6.73,Facultad de Ciencias,Miguel Hidalgo Scoville 455 25731,2012-04-06
376,SGIZ921219MSTZAH92,RDIG741219BS6,2878,14:46:00,18.54,Facultad de Odontologia,Iztacalco Derek 8 13026,2014-07-18
377,EOFW991028HTBHNI23,MGAU740807UV7,9063,14:48:44,30.44,Facultad de Ciencias,Azcapotzalco Steensland 504 62783,2015-05-01
378,PFMR860807HPZQKH43,FHOI810829AN1,2651,14:10:52,2.42,Facultad de Quimica,Xochimilco Victoria 9844 11471,2012-05-10
379,RGJQ861106MLUWDC13,TPLJ821119UL3,3865,13:59:29,2.33,Facultad de Ciencias,Xochimilco Badeau 5118 57510,2011-01-08
380,WJFO901217MVCGNI29,FOPG900919VJ2,3225,13:47:55,10.84,Facultad de Psicologia,Xochimilco Shasta 298 71640,2011-04-17
381,FVZU931219HOGJKL82,KLMD941119HK7,3780,14:43:42,34.95,Facultad de Quimica,Xochimilco Lunder 2 49205,2012-02-18
382,OXPD901117HSTOEP09,MVFR961219LW9,5555,14:31:27,25.68,Facultad de Musica,Xochimilco Northfield 7 58738,2008-12-16
383,ZSMJ910528HOVJYB93,ZVYJ961209TG7,6666,13:12:35,13.72,Facultad de Ciencias,Xochimilco Blue Bill Park 0 77277,2017-07-03
384,RLYC741129MEDYFO31,MIKG960929KU9,9535,14:22:51,10.88,Facultad de Quimica,Xochimilco Jackson 169 48221,2014-04-14
385,MJZH951028HTOGUZ16,IGDU941208GJ3,2609,14:51:08,44.53,Facultad de Odontologia,Xochimilco Paget 62208 74935,2014-09-03
386,WLAQ991104HEAMGZ58,STAV811208OB7,6038,14:56:46,23.07,Facultad de Ciencias,Xochimilco Truax 7674 92244,2012-02-07
387,KPBH631119MZVTNK35,XECW651129VR4,8916,14:11:55,23.02,Facultad de Quimica,Xochimilco Warrior 39 29207,2014-07-18
388,CYVQ641128HOPMIB40,NDYR931229TV3,6827,13:55:49,27.13,Facultad de Psicologia,Xochimilco Reindahl 1 19766,2017-02-18
389,HDBO641227MNAULQ86,OCTB761229AI9,3255,13:07:55,41.84,Facultad de Quimica,Nezahualcoyotl Park Meadow 84045 60600,2012-01-19
390,NQKS950906HEVABY30,LUHB691229RP4,7647,13:08:24,11.51,Facultad de Ciencias,Nezahualcoyotl Stang 8550 38466,2008-07-29
391,ACJY870702HKJWMY13,EHSI921015XU5,3301,13:31:01,13,Facultad de Psicologia,Nezahualcoyotl Rockefeller 72126 18156,2015-02-17
392,UHDO941119HKAFDW31,CBLG820829LA6,2525,14:02:05,41.15,Facultad de Quimica,Nezahualcoyotl Longview 1 94941,2018-10-03
393,THVK961209HDQLAM47,WHPT801109WC5,1296,14:56:32,21.5,Facultad de Ciencias,Nezahualcoyotl Bartelt 279 38666,2010-11-22
394,CWDN631209MWTUZL59,WDLU961205FH2,9767,13:20:08,25.45,Facultad de Ciencias,Nezahualcoyotl Lillian 19536 88859,2017-09-21
395,NTWZ881225HZHGAM67,ANIV741129BG3,7271,13:32:55,5.17,Facultad de Quimica,Nezahualcoyotl Hermina 35388 17805,2013-02-19
396,HBVT831109MRJOSA14,GLDR921229AM5,1980,13:01:49,40.65,Facultad de Ciencias,Nezahualcoyotl Southridge 3520 42002,2014-03-06
397,ZTAY941228MLSCFD30,WZUH601104YN9,9455,13:22:42,35.84,Facultad de Ciencias,Nezahualcoyotl Pankratz 90 97308,2011-07-11
398,WMDI631209MVNYDQ58,ZKUC891219FC4,6650,14:19:42,2.93,Facultad de Odontologia,Nezahualcoyotl Buena Vista 3552 32733,2011-11-23
399,FHVM921016HGIBDN99,SUWD661209DF8,5500,13:25:41,23.39,Facultad de Ciencias,Nezahualcoyotl Oxford 13 37838,2008-11-29
400,ZHJM771018HLZWXO00,JYFT751108PT9,4526,13:39:28,30.3,Facultad de Ciencias,Nezahualcoyotl Cherokee 149 42119,2017-02-08
401,OUKL991226MRKCXV55,WXET881229EC8,2432,13:49:43,44.12,Facultad de Ciencias,Nezahualcoyotl Columbus 972 88642,2013-08-28
402,GAHP931227HXUZWQ69,VNAC910929XF9,9222,14:26:07,2.57,Facultad de Ciencias,Nezahualcoyotl Hermina 795 43393,2013-08-22
403,DSNQ901228MYCXVE00,PZBK871207BY9,4651,14:09:24,4.73,Facultad de Psicologia,Nezahualcoyotl Elmside 6 35652,2016-05-13
404,WQVO611209MBHKYM49,QFNK890925ZK8,7622,14:37:06,36.29,Facultad de Ciencias,Nezahualcoyotl Morningstar 65 56385,2010-05-25
405,WCAF851208HPADKY78,WZPS911219FW7,9458,14:17:52,12.1,Facultad de Ciencias,Nezahualcoyotl Eagan 858 17081,2016-05-30
406,TNXW901219MXAZVE68,LIKS691128ST8,5667,13:21:10,32.79,Facultad de Ciencias,Nezahualcoyotl Grasskamp 1 99837,2016-03-09
407,QMXV601128MGHLIQ98,MLYG891228TY6,4967,14:13:55,1.64,Facultad de Odontologia,Nezahualcoyotl Northridge 5439 83831,2008-08-25
408,KMFP991008MBYXGQ83,TFLW801119RS4,5158,13:33:53,24.78,Facultad de Ciencias,Nezahualcoyotl Meadow Vale 8517 11078,2013-10-23
409,ISMW601128MPBHKO24,MBTO881018KI8,4417,14:01:28,40.95,Facultad de Musica,Nezahualcoyotl Graedel 345 55850,2011-12-07
410,ZOXW951129HVGUCS84,QCZH910829MX7,4960,14:27:32,35.11,Facultad de Ciencias,Nezahualcoyotl Oakridge 2469 47009,2017-05-28
411,VHWS980929HNPTHC55,HALF921229LJ2,7777,13:16:47,44.44,Facultad de Quimica,Nezahualcoyotl Gale 62662 27871,2009-12-15
412,FJRC971229HKMVWZ59,WAUO961228FO8,8888,13:53:26,32.71,Facultad de Psicologia,Nezahualcoyotl Forster 3 42569,2011-04-17
413,SCHK871229MOABDP17,GJQI881223BG7,4571,13:02:39,11.18,Facultad de Ciencias,Nezahualcoyotl Schlimgen 1992 64444,2011-03-17
414,RQLX901126METWKC55,SDUJ941209ME0,5346,13:53:19,21.5,Facultad de Ciencias,Nezahualcoyotl Arapahoe 178 40544,2015-10-20
415,HXFQ751009HPOXEU83,WLYU971019EK0,9999,14:53:22,42.06,Facultad de Ciencias,Nezahualcoyotl Homewood 6 14834,2015-07-07
416,ETUM961106MGTQBH54,QPDJ981107PD3,1871,13:10:32,43.89,Facultad de Quimica,Nezahualcoyotl Ridge Oak 69 22246,2012-03-16
417,YKIS631029HAFQJZ04,LMKS951227VL4,3201,14:31:42,36.08,Facultad de Quimica,Nezahualcoyotl Vera 14 85460,2012-12-05
418,LQVB661229HZTPHY53,IKJE951218ZY7,8530,13:10:08,22,Facultad de Musica,Nezahualcoyotl Huxley 29 19451,2012-02-12
419,PXTC721123HERMYU81,ULOZ661016ZB0,5800,13:07:43,22.71,Facultad de Quimica,Nezahualcoyotl Moland 4 39791,2013-11-29
420,ECYR820709HBWFLQ87,LOCE901228GI1,5531,14:10:13,32.53,Facultad de Ciencias,Nezahualcoyotl Twin Pines 7533 78121,2018-06-16
421,BHMZ681209MTXVHC60,EFBM901226JP9,4752,13:54:26,43.8,Facultad de Ciencias,Nezahualcoyotl Quincy 4 60943,2018-11-30
422,GVQP791128MUXBEF24,LCIX900809BL6,4567,14:36:34,41.31,Facultad de Odontologia,Nezahualcoyotl Lukken 2 53048,2015-03-02
423,OLBS640729HJIXKB11,GPFJ831229FC2,3038,13:34:27,13.76,Facultad de Ciencias,Nezahualcoyotl Forest Run 332 32738,2014-05-02
424,ELFW801117HCFANQ79,JXCA821119RA3,1785,14:31:10,28.4,Facultad de Ciencias,Nezahualcoyotl Mallard 22 53406,2013-12-19
425,AHDI900629MIOSKH24,SWTD920806DX9,1019,14:46:37,21.64,Facultad de Ciencias,Nezahualcoyotl Iowa 8161 36849,2016-08-01
426,EAKQ980607HWXOGV75,ENZF871109XK9,2034,14:02:24,38.73,Facultad de Psicologia,Nezahualcoyotl Old Gate 1 53441,2012-10-03
427,NCOU791119MLBVND29,AEPL771226YR3,9408,14:02:38,29.19,Facultad de Quimica,Nezahualcoyotl Toban 2 86983,2017-09-27
428,AYRZ711226HVOAXJ62,PWLZ610808LQ3,4739,13:47:19,4,Facultad de Ciencias,Nezahualcoyotl Calypso 502 14825,2009-12-25
429,QSEX921209MGDPXU20,QKNS740929ZK1,2158,13:37:40,20.86,Facultad de Musica,Nezahualcoyotl Vernon 1987 15483,2012-01-20
430,WAUC601208HQWNJS80,PHCW951208TF3,9441,13:43:49,31.92,Facultad de Medicina Veterinaria y Zootecnia,Nezahualcoyotl Anzinger 48902 11901,2009-09-28
431,JFBM801204HVGXNS61,NGLP731208QU7,4594,14:35:59,23.35,Facultad de Medicina Veterinaria y Zootecnia,Nezahualcoyotl Washington 729 58433,2014-12-18
432,PLCU941129MHQMOL57,DGXM871009EZ5,1564,13:18:53,28.55,Facultad de Ciencias,Nezahualcoyotl Larry 1943 86886,2015-11-18
433,HANU901019HICYNS20,GKRT811227SJ0,3322,13:12:48,25.16,Facultad de Ciencias,Nezahualcoyotl Ridgeview 746 68291,2018-08-13
434,MBPN731209HYUMPN01,FDUZ600629JC6,1986,13:37:55,12.81,Facultad de Musica,Nezahualcoyotl Lerdahl 2 68339,2015-06-07
435,AWDM890809HVOYNB70,ILFC871126TN9,8867,14:13:55,38.22,Facultad de Psicologia,Nezahualcoyotl Kings 1607 47910,2016-04-02
436,NLZX950629MEBQXJ79,WNEB961118FU1,9639,14:59:23,11.66,Facultad de Medicina,Nezahualcoyotl Village 757 17450,2012-11-08
437,MHXB671205MVBWEP12,JNHL781126KB3,2964,14:23:42,20.51,Facultad de Psicologia,Nezahualcoyotl Merrick 48 73673,2011-02-20
438,BYFG871229MSUZIF88,UHPI921126QZ0,5997,14:00:58,40.4,Facultad de Ciencias,Nezahualcoyotl Ronald Regan 7 99241,2013-09-05
439,YPOB901209HJINPL52,RAJI871008VH7,1527,14:50:48,32.6,Facultad de Ciencias,Nezahualcoyotl Onsgard 32 74346,2015-05-09
440,QWGR661129HCKMNW13,OKJS841219US6,3167,14:12:03,17.64,Facultad de Quimica,Nezahualcoyotl Northfield 798 49478,2011-11-08
441,DENB921229MVJPEO83,RVIY841215TD5,9365,13:09:45,6.16,Facultad de Quimica,Nezahualcoyotl Arapahoe 61 90049,2014-10-26
442,FDQL910906HMHGBL35,EQVR881106FV7,2924,14:51:12,6.36,Facultad de Quimica,Nezahualcoyotl Maple 6 52182,2009-07-20
443,EILW811207MZIMGD13,CLKU901108OI3,4099,14:51:39,43.07,Facultad de Quimica,Nezahualcoyotl Talmadge 82364 45367,2009-11-18
444,RNCX991229HCGFNO16,MTLD881209RZ6,3254,14:53:48,43.53,Facultad de Quimica,Nezahualcoyotl Main 20193 51530,2013-08-17
445,IAVS891128MIQYZJ60,EBYR950608YE6,7178,13:11:24,19.71,Facultad de Quimica,Nezahualcoyotl Farwell 4 96750,2012-03-13
446,QLWX921219MMQZWF22,NJPQ880417HI2,1197,13:12:19,18.39,Facultad de Quimica,Nezahualcoyotl Amoth 0 86990,2017-03-06
447,YLSB990919MEQBDW91,SVHI921227EB4,9879,14:53:02,19.24,Facultad de Ciencias,Nezahualcoyotl Mcguire 43 24538,2012-11-05
448,JYGH991027MYRZSV61,QECZ921209TA3,3859,13:33:08,17.91,Facultad de Odontologia,Nezahualcoyotl Claremont 9070 52513,2013-05-28
449,DXUZ981229MPHKRU29,BGNZ821226NM0,3665,13:08:35,26.28,Facultad de Quimica,Nezahualcoyotl Waywood 4311 31272,2012-03-14
450,BUKT971129HDKCBF25,IVRW961126JF9,3052,14:45:15,15.85,Facultad de Quimica,Nezahualcoyotl Clemons 146 13667,2013-06-30
451,HQDY601219MQYPIZ64,JNLX931119ZL0,1234,14:25:51,4.33,Facultad de Ciencias,Nezahualcoyotl Barnett 0 61963,2016-06-29
452,FDVS921029HTNKWG83,JLWP701228XN1,4920,14:16:11,13.81,Facultad de Psicologia,Nezahualcoyotl Killdeer 652 48673,2013-02-02
453,BVUM861129HWTGOR68,RFPA971217ZE5,2635,14:03:14,16.29,Facultad de Psicologia,Nezahualcoyotl Northport 7 57248,2010-10-16
454,HMGC920909MFRUOZ54,KRWE991227ZJ5,6243,13:55:22,38.44,Facultad de Ciencias,Nezahualcoyotl Canary 67 33851,2012-12-31
455,GOCD981228HLQCVF65,EWVB831128PN9,8016,14:47:34,33.5,Facultad de Psicologia,Ecatepec Stone Corner 3 99056,2008-03-28
456,NHVL891019HJBMTX59,CKBX851119UZ7,7922,14:54:16,16.72,Facultad de Quimica,Ecatepec Crownhardt 502 28962,2008-08-11
457,CWNY961229HGTLZI36,OAKJ861119JE7,1600,14:42:52,3.76,Facultad de Ciencias,Ecatepec Bartillon 6 58319,2018-05-10
458,VEQT611228HOPGBJ12,NKRB870925CD1,5592,14:23:20,14,Facultad de Musica,Ecatepec Nobel 2 12479,2016-03-14
459,GCMP901229HFHEDN49,QVWN981129CW6,1683,14:54:56,24.23,Facultad de Quimica,Ecatepec Clove 54 76441,2011-11-27
460,RCUV871108MEPWGY29,RUOJ930928WK1,3475,13:00:04,44,Facultad de Quimica,Ecatepec Mccormick 8228 78265,2009-12-17
461,FAVS721226HVDJEI36,XOHU951217CA2,4040,13:16:18,12.99,Facultad de Quimica,Ecatepec Weeping Birch 483 73067,2016-04-20
462,RUJX931218MPKWIJ68,VRKW991129QJ0,1115,13:30:52,27.15,Facultad de Odontologia,Ecatepec Jenifer 72 38303,2010-03-31
463,KFNU921109MRCMOA18,OIQN911008OW7,2948,13:14:56,14.86,Facultad de Odontologia,Ecatepec Beilfuss 6530 96457,2013-03-29
464,JQBX991207MLWSHN94,WTAG941229NC4,8801,13:39:26,7.84,Facultad de Quimica,Ecatepec Lotheville 4 36770,2016-12-16
465,JLVX991225HFVKPC91,QYVG981119VR1,7446,13:46:36,1.61,Facultad de Ciencias,Ecatepec Nevada 88 49498,2016-02-10
466,LKYU931219HBLITQ57,UZGJ791207AQ2,1236,13:26:20,23.91,Facultad de Ciencias,Ecatepec Warner 98186 15615,2014-06-11
467,KCHU791219HUMCLS84,GPIK920929WK5,6396,14:06:24,17.23,Facultad de Psicologia,Ecatepec Haas 4135 86038,2012-08-21
468,UQNX991209HVLHMC65,QLRX901127JA4,9202,13:34:26,15.6,Facultad de Ciencias,Ecatepec West 313 99137,2017-06-25
469,XLTW821228HKMXHT63,KBDC981226JN2,2936,13:04:44,43.45,Facultad de Ciencias,Ecatepec Ridge Oak 79228 96881,2012-11-16
470,GYEA821207MXPLVD09,XGSE731129DZ9,4866,14:29:46,27.59,Facultad de Odontologia,Ecatepec International 8 95917,2016-10-06
471,MDTY981219MPQRBE03,IYUR820906SD4,8515,13:04:42,8.29,Facultad de Ciencias,Ecatepec Corry 6093 90114,2008-09-06
472,JGPX881208MJIWFH80,DKCL901218DN9,4840,13:22:47,10.63,Facultad de Ciencias,Ecatepec Ronald Regan 0 78753,2011-12-13
473,IEPM781225MLUSEK48,NFKE711129JZ6,4105,14:09:56,2.94,Facultad de Ciencias,Ecatepec John Wall 0 41391,2016-01-14
474,DUXB961105MJTRWA76,BRAE971209VT2,9285,13:18:55,23.62,Facultad de Ciencias,Ecatepec Quincy 568 37276,2010-11-15
475,KCJX681219HENAYM35,AIQH911229ZV6,9571,14:55:48,44.82,Facultad de Ciencias,Ecatepec Pearson 435 72843,2017-07-20
476,DMOV770826MBTVZQ47,DFQV660709JB2,8265,14:06:47,5.51,Facultad de Ciencias,Ecatepec Monument 79 88652,2013-12-21
477,VOZM671227HURYME68,DETN911229DZ2,2573,14:51:34,28.49,Facultad de Ciencias,Ecatepec Artisan 15 79577,2018-03-11
478,CXIQ781009HTUJQV55,GDSR681209CS0,9610,13:40:44,13.87,Facultad de Ciencias,Ecatepec Ridgeway 3 18206,2008-07-28
479,DIRW880927MENUIA14,LUMB780929VZ8,3958,13:43:20,18.32,Facultad de Ciencias,Ecatepec Meadow Ridge 61 30595,2018-03-29
480,JKQZ821217HPFTJX48,FZDG971228AU7,3063,13:15:28,42.42,Facultad de Ciencias,Ecatepec Haas 4011 25126,2008-09-30
481,QGEI951229MOQGLZ49,EQAV751013YJ6,5701,13:54:26,23.55,Facultad de Ciencias,Ecatepec Fairfield 912 45758,2011-02-03
482,LETQ750929MAHEGK14,ZMDK681029DQ4,8058,14:16:30,35.83,Facultad de Quimica,Ecatepec Brown 79591 56031,2016-11-20
483,OVLI921119HMZUKF94,LYFA931128PJ4,6959,14:56:03,7.65,Facultad de Psicologia,Ecatepec Elgar 12314 90621,2017-11-19
484,HAMK891009HJYNXB24,TOXL980627ED5,5248,13:59:24,21.89,Facultad de Ciencias,Ecatepec Linden 73313 16130,2018-11-14
485,ERUM861129HRSVMA37,TNVG971207SW8,2206,14:33:03,12.97,Facultad de Odontologia,Ecatepec Linden 397 70956,2016-12-28
486,JUSI651209MODBHA43,OXVK931129XS0,7537,13:46:53,17.08,Facultad de Psicologia,Ecatepec Bluestem 6 11412,2015-12-19
487,YPAO701227HOQHNY52,DQPM971029GV9,7591,13:56:42,13.49,Facultad de Ciencias,Naucalpan Browning 8 18070,2016-10-03
488,AUNS831029HYZMPN90,ICWS981129UW5,6560,13:29:52,1.96,Facultad de Psicologia,Naucalpan Grasskamp 9 83467,2012-11-16
489,EXQA791227HGAPZX76,XOUH991128KS0,2082,14:08:14,25.8,Facultad de Ciencias,Naucalpan Mayer 821 47875,2018-06-28
490,DRHY691119HHJGPI56,TYLE781029DJ7,9576,13:31:21,28.53,Facultad de Quimica,Naucalpan Clove 31 52093,2017-09-12
491,DSQB901122MXCZRS48,OCJQ891229WD9,8489,14:00:49,34.93,Facultad de Ciencias,Naucalpan Portage 199 54477,2010-11-04
492,RVBN971218HUIKMW11,GYZV951229AJ8,5732,14:21:23,23.32,Facultad de Ciencias,Naucalpan Petterle 88 98039,2013-08-06
493,GVOD971229MLRGNQ18,INMD751228DL4,8414,13:04:18,32.94,Facultad de Musica,Naucalpan Lindbergh 6467 89932,2009-01-23
494,HNFC991207HMGTIJ35,IXAJ661208DV3,4502,14:03:14,7.01,Facultad de Quimica,Naucalpan Arrowood 138 42368,2013-07-14
495,NVDK970919HZVFYL51,ITYF671027BM5,2183,14:23:31,38.45,Facultad de Quimica,Naucalpan Larry 8 31858,2008-10-22
496,NKES991226MDQVKT95,BHTR951029IJ1,4285,13:43:57,37,Facultad de Ciencias,Naucalpan Jackson 3 90470,2012-04-25
497,RWQM921225MILTDM66,GLAE891209PS1,6766,14:51:23,26.64,Facultad de Quimica,Naucalpan Pierstorff 49598 34479,2017-12-30
498,BTKS941217HVTWQI10,LEOX911217ZL4,6971,14:46:40,17.59,Facultad de Ciencias,Naucalpan Cascade 57 30506,2012-04-16
499,YINS881219MUQICG99,YIEO601128GB0,7452,14:22:16,14.52,Facultad de Ciencias,Naucalpan Fair Oaks 7 91645,2009-04-28
500,WCDV860829MILFTD86,PHXW941129ET3,8858,13:44:40,9.65,Facultad de Ciencias,Naucalpan Knutson 934 64103,2009-01-14
501,PJGS601209MGNULQ22,GNWQ831228DE4,1451,13:48:19,30.32,Naucalpan Morrow 2904 18939,Facultad de Ciencias,2012-01-20
502,YMLK991209MBOYCP99,QSTP921207ES2,8869,13:09:01,44.16,Naucalpan Surrey 94 92980,Facultad de Psicologia,2016-03-23
503,CNUQ921028MVAKRG71,FDHV901219IG4,2000,14:16:59,36.77,Naucalpan Hooker 91027 56264,Facultad de Psicologia,2015-09-12
504,PXVC921119MFPGNC07,PHZX891229EX3,6213,13:51:51,21.6,Naucalpan Bonner 16704 36178,Facultad de Ciencias,2010-01-22
505,RQOK691208HJFGPM24,NTYJ841029AC2,2289,13:06:06,17.23,Naucalpan Jackson 78900 14198,Facultad de Ciencias,2013-11-12
506,YADO661228MRVMAZ03,JVBY991228CJ0,1606,13:11:08,29.05,Naucalpan Stone Corner 4507 27706,Facultad de Ciencias,2009-06-01
507,RJWL911206HIQVKF92,QRLG771218HT7,3532,14:58:48,30.92,Naucalpan Pierstorff 55 76360,Facultad de Ciencias,2013-02-02
508,WGYZ771226MGXBCI24,ALJV671226GW0,6899,13:46:50,18.79,Naucalpan Warrior 9 32980,Facultad de Quimica,2012-02-17
509,EKTU641108HUWBPK65,NSDW931227EA2,9895,14:15:59,7.56,Naucalpan Brentwood 1 53989,Facultad de Musica,2010-08-08
510,JHPF931118MVFLSM97,XYLR881229TF5,9544,13:08:59,27.85,Naucalpan Dixon 74929 27528,Facultad de Quimica,2016-07-22
511,WAYQ981229HRBUJH30,HMWL871229VK2,5461,13:15:00,26.81,Naucalpan Green 1054 60736,Facultad de Quimica,2012-12-09
512,NIBF901228HMLNBE71,NZRC631109GO1,5214,13:00:52,21.27,Naucalpan Holy Cross 54 77495,Facultad de Ciencias,2015-10-17
513,BUVC911229HVXHYG64,ZALQ781019YG3,9819,14:59:56,31.24,Naucalpan Mallory 995 71190,Facultad de Quimica,2011-06-20
514,OYFJ791117HYBPDO10,YMWD911207VY3,9360,14:47:38,8.73,Naucalpan Kedzie 37 67397,Facultad de Psicologia,2015-09-24
515,ZNOY821009MYLSKE85,NVBX611219OE3,8084,13:54:20,16.77,Naucalpan Artisan 82 84704,Facultad de Ciencias,2013-06-27
516,URXZ621218HGYMJR71,YAQI861228BN0,4532,13:40:01,13.37,Naucalpan Saint Paul 1 35799,Facultad de Psicologia,2011-10-24
517,BWEJ991127MKZOPF10,ARUS931129SN4,7328,14:58:13,34.23,Naucalpan Saint Paul 41271 43131,Facultad de Ciencias,2011-03-30
518,FCZR941029HAETXO13,PZKB790709XC7,1700,14:51:07,17.73,Naucalpan Hayes 7522 59340,Facultad de Quimica,2008-06-12
519,PLWH941219MUJXPF87,QSEG971129QE1,1289,14:20:38,4.89,Naucalpan Merry 5 84656,Facultad de Quimica,2012-12-28
520,WMAT621009HWAHKT76,FQIV861123KU9,4591,13:05:19,22.53,Naucalpan American Ash 2 67450,Facultad de Ciencias,2015-04-07
521,AGMB790929HFVMKP82,AXCO930919JK1,9889,14:10:27,7.11,Naucalpan Anthes 78 76615,Facultad de Ciencias,2012-10-09
522,TSOZ651228HHOAMI04,PLDA851205RB6,1176,13:42:18,38.95,Naucalpan Mitchell 564 48260,Facultad de Quimica,2012-05-16
523,GIQA991129HTNRKM18,RXFO751026FV0,6851,14:55:58,36.7,Naucalpan Chive 7677 68646,Facultad de Quimica,2012-07-11
524,GRXQ991205HHSMLE19,XNWH601129LM1,9858,14:29:03,32.44,Naucalpan Brown 509 74242,Facultad de Quimica,2010-12-09
525,UMOQ991209HMUJRZ62,XPQG871118YX9,1862,13:34:47,36.73,Naucalpan American Ash 236 24066,Facultad de Ciencias,2014-09-01
526,LZKE911118HCLBEM15,WYIH980908UO5,1679,13:05:05,2.78,Naucalpan Johnson 5822 58552,Facultad de Ciencias,2014-02-21
527,ARUX961229MQSKFZ02,YEIZ700809SL6,5294,13:03:19,39.91,Naucalpan Kensington 68365 96602,Facultad de Quimica,2011-09-15
528,PCGS811226MGQPRV53,AIRG901108WZ7,9100,13:13:35,28.71,Naucalpan Marquette 0 48692,Facultad de Psicologia,2011-07-17
529,AQHX911128HSUDXA99,CKGO921027IA2,6930,13:07:03,30.85,Naucalpan American Ash 582 20444,Facultad de Quimica,2011-10-27
530,HWPU971229MTUJLI39,CSRA901127EJ0,2568,14:02:06,24.28,Naucalpan Granby 8836 63216,Facultad de Quimica,2014-10-02
531,XBAT971009HPWVGD24,XVAO671109NZ7,6578,13:47:21,33,Naucalpan Kedzie 10479 46520,Facultad de Quimica,2017-12-30
532,VOPC851019MAPSJQ04,QMYC851219XD3,8699,14:16:48,8.38,Naucalpan Tennessee 1694 37546,Facultad de Quimica,2008-02-14
533,EBIM801219HSHLVR19,WRTU941218EH7,7329,14:13:31,27.51,Naucalpan Becker 657 72889,Facultad de Quimica,2009-11-04
534,CWKJ621227HZBFPO06,PSOZ721226BS9,7102,14:01:58,4.97,Naucalpan Superior 22 64200,Facultad de Quimica,2012-12-01
535,NOQP941129MRZJQO73,XVRM651209CU6,8917,14:33:24,16.28,Naucalpan Hallows 2915 78813,Facultad de Psicologia,2018-03-30
536,UMJO951116MUTSQH70,LNBO820229FZ0,8141,14:20:49,25.59,Naucalpan Spohn 6330 68696,Facultad de Psicologia,2010-09-15
537,JQFP721129MBEIYZ65,SDJE981124PA7,7503,13:25:20,22.67,Naucalpan Ilene 8 89451,Facultad de Quimica,2013-04-10
538,TLGN931129MFKMEV61,RACM951119QJ3,3862,14:07:04,13.19,Naucalpan Grim 54552 24473,Facultad de Ciencias,2015-09-08
539,UHRJ871208HUBNAG45,TQRZ831228MG8,1263,13:12:15,15.23,Naucalpan Eastwood 1 43941,Facultad de Ciencias,2015-03-24
540,FHEU870909MTXQZH25,PJKQ900928IL8,7569,14:07:37,9.1,Naucalpan Mcbride 5191 39694,Facultad de Ciencias,2013-08-25
541,IEXY801208HXMAQO87,OWSD791119YS6,9279,13:53:12,37.93,Naucalpan Sloan 60264 94895,Facultad de Ciencias,2018-07-14
542,MISP931209MCGNDB24,RVJO960829OS6,3619,14:41:54,15.32,Naucalpan Prentice 669 72079,Facultad de Quimica,2011-03-23
543,NCTQ911228HSDLBF32,KLPR611228CK0,5860,14:15:50,19.58,Naucalpan Coleman 43 92419,Facultad de Ciencias,2009-10-05
544,GFLJ950917HRTWFB66,MNKF901229VJ7,2540,14:11:07,0.68,Naucalpan Fair Oaks 776 13611,Facultad de Ciencias,2018-05-29
545,JKAW681228MEPMWH01,VJQW601209ZU1,6391,14:07:53,6.97,Cuautitlan Merrick 11 71581,Facultad de Ciencias,2017-06-09
546,NYQT941218MZDGTB45,RKLM951229QV0,5950,13:31:50,24.42,Cuautitlan Longview 8288 31966,Facultad de Odontologia,2013-04-24
547,CWUS971009HFXDHV55,GLWF831229IB4,1531,13:29:58,44.32,Cuautitlan Knutson 82 16707,Facultad de Ciencias,2015-07-30
548,OJFT951227HWMXIG21,VLSR641224NS4,7069,14:35:46,37.85,Cuautitlan Ronald Regan 32465 62163,Facultad de Quimica,2010-01-13
549,DRVC981129HXYJBS71,ZWGN971109VL6,6010,14:54:48,31.88,Cuautitlan Pierstorff 73 92709,Facultad de Ciencias,2009-10-22
550,WMQJ931227HCYWEB85,EUGS901108FI8,9860,14:48:14,44.49,Cuautitlan Golden Leaf 7 52012,Facultad de Psicologia,2017-11-28
551,NRFL981126MNVCYH69,SPBK911229HO5,3761,13:39:46,8.62,Cuautitlan Oriole 146 19107,Facultad de Ciencias,2017-12-07
552,EBQR901029MVIUZD82,ACTI671229BF3,8900,13:41:15,5.92,Cuautitlan Canary 39876 70856,Facultad de Quimica,2016-10-28
