id_ganancia,id_viaje,CURP,RFC,ganancia,esBono
812,812,JMEQ841109HHEOZD39,XLMC941128AN0,20.89,false
813,813,ISXJ601219HHFJIE85,JGQB981206AI8,28.71,false
814,814,KQFB921128HMOBZJ44,HFLU951119QA8,44.66,false
815,815,ISBX741228MKJOFA18,KZEL621008FX9,9.6,false
816,816,WQUF871229HIFHOG43,DIFX811019ZD9,43.54,false
817,817,CBUD781229HQYEFG37,ZWMS911219YL4,15.85,false
818,818,HDYS671017MUMLSY00,MIGH841128BQ1,12.65,false
819,819,WEAT821127MDYLRN01,DVRG821219NC0,16.88,false
820,820,MDAT971209MYTCRI19,RNBQ981228CB5,12.08,false
821,821,VHAM691219HFNEVX69,RPUW951229VK3,22.69,false
822,822,LTYR641207MZVWPI44,ALMK991119VN7,44.87,false
823,823,VSOR621229MWXQRZ52,MIZD621208ZY5,24.79,false
824,824,OJIN881218MAQLZP84,YFQK951108US6,33.15,false
825,825,UVLH891208HXJQPS02,TMIW921208MP6,29.4,false
826,826,EHQV981208MCTQNU68,QNKL861226NF3,18.75,false
827,827,BZNO781229MIWCXP73,KTLC811109ZM6,36.72,false
828,828,CSPV711027MPAZCK60,LUMC821209FQ6,6.2,false
829,829,WMAL721027HUJLZI09,FYIB981229KM9,35.85,false
830,830,FTWQ630218MRDVJP13,BIUR941107BT3,27.58,false
831,831,PFZQ921227MDRTNE20,AJSK891129PI1,7.14,false
832,832,OETA801206MXHRAU80,PTKC931129NZ3,24.4,false
833,833,SHNO831129HNGFRI17,QFDU761207YJ0,12.21,false
834,834,AQIB971229MZBMIF08,DZQC941226BN6,44.66,false
835,835,JHUM971229HDJRIH08,LCAD641029CP1,24.44,false
836,836,VRPM981207HKIMZL44,WSHC921229HA0,21.84,false
837,837,GHOI821109HZVAPD72,DUAC981118QJ7,6.89,false
838,838,LDTQ651219HNUKQT86,KARC621228HN3,23.15,false
839,839,LPIS951128HKNFJA29,FSLD931208SA4,19.66,false
840,840,WZKF961219MYWVXD27,QLUS861029QH0,15.45,false
841,841,JGYZ791129MNJYDQ85,TPHO871219CM6,28.99,false
842,842,HXDB831009HFULWE59,BRUL801219JO8,5.19,false
843,843,EFMS971229HLGWCN97,VYCE960819KW8,39.36,false
844,844,KVOI950926MRDLIG45,LYUE771008WJ2,8.74,false
845,845,CBNL971227MMEQCK92,ATSK921229PZ8,3.88,false
846,846,HLRZ810929HUEWDI69,OJXN820929FY9,38.85,false
847,847,XZNT881219HOVMGY24,RUID621219SX2,22.66,false
848,848,CWPN801227MXZOGB08,TGXH921229CA7,8.5,false
849,849,RBDV620728HTMHJR10,VSJF951216KA0,44.28,false
850,850,MJXK941219MEUBZS09,KYMN801229SW3,33.11,false
851,851,DKTU991226MZKUXM63,UYSX951209DN9,38.59,false
852,852,XOEH801229MBYUWF40,NDXO781208IB1,27.12,false
853,853,VFMW811227MQYZMK54,JVXT910909CU0,9.98,false
854,854,JDES760804MJMHUA69,QZXT741209DC1,14.06,false
855,855,TOCF861219HOSXNC29,JBMC891028VE5,4.3,false
856,856,NVTU991216MVXBNI60,UAPD731129XK1,44.93,false
857,857,ZVLO971109HSXATF86,YQLH941228DS0,38.09,false
858,858,RFGQ861028HKIEJZ95,IUVF801129XU8,41.49,false
859,859,MNAP991228HDHBXM09,BTWQ821209XZ5,18.66,false
860,860,AOCJ671226MOEKFL01,XUDK960908UZ4,30.33,false
861,861,MJHC951219MZVGBL17,KDUG841229EB7,29.16,false
862,862,IUSL981219MWIGQA44,ETWR981029DN7,40.15,false
863,863,ABPH970807HHLTON31,BFEJ741229BV9,12.75,false
864,864,SCWY971218HYLTXH79,MORB751229BN5,19.26,false
865,865,KEYU921009MLUYKT52,YFJC970906BL6,25.52,false
866,866,FWCH920728MJHIYZ87,RVHJ781129DU1,3.29,false
867,867,RAYN871209MPGEMO88,ZRVY841209YL8,24.97,false
868,868,ZQJG851209MHEVYF13,CEQV951229DL1,11.26,false
869,869,XMZB781225HGQFMC51,KUEG631227CO5,27.29,false
870,870,ZICB940807HVHFKL35,VDCP791109YC4,24.84,false
871,871,ZHXS881129HHNJXG81,KLGE901229VJ5,36.25,false
872,872,BXYI941224MPUISX58,KMSG851229DL7,34.94,false
873,873,XJIP611205HWRVXJ53,RFLI901209SW0,42.06,false
874,874,VSBE921219HDWTRM81,PKAV660904OI4,15.94,false
875,875,XPGM931126MIXGVA65,TRUY931018DP5,34.04,false
876,876,KIAQ741129MZPUHD36,UGBJ841116KV7,15.1,false
877,877,HYIZ831229HISVAD16,BTSM991109KV5,37.36,false
878,878,UTLC641228HJYLKG69,XHOB661223JT2,29.82,false
879,879,UHRI860829MQEWFP29,NYMC661126EQ6,11.5,false
880,880,IRNU821108HYVRZE77,YWVZ921128JL4,8.52,false
881,881,QCJA901228HGCXIB00,RGIB641228OF7,30.9,false
882,882,PMAZ921228HBIYXV03,KMDF620829GB5,20.36,false
883,883,EUCD960809MWBVRJ00,NVSG651219OQ0,12.32,false
884,884,ZIBQ931224HBQULN65,GEQH881029KT7,22.08,false
885,885,ZLJN901229HXYOWU15,DSFW981007CA1,31.43,false
886,886,LZWU661108HGAZBC93,XEVR961208GW8,35.26,false
887,887,IWLY961209HXCATV24,KBNF961029IF1,24.02,false
888,888,HMKG901019HVPEOB88,HINE711129FB9,44.7,false
889,889,YHFD871229HYQWXH39,GRBM861128SO4,11.33,false
890,890,HZGD831229MAVUEH10,OYAK921127EM3,31.8,false
891,891,NFOD921227MBOUDH40,KIUQ831207ZO5,9.15,false
892,892,SVRT811213MSFLJQ99,ZOBA800729NR3,23.3,false
893,893,ZYEA651119MJCRZY98,PDJF990829GL9,3.86,false
894,894,BJGR951129MKQPUH68,DUVA991119MF0,6.08,false
895,895,RQSZ991228MSNVMG41,NZHY871109DX0,37.84,false
896,896,ONHJ951226HOUJDT33,WJVZ921219MI5,9.03,false
897,897,JHKC791109HXRHQY81,AOCT991227MD6,16.48,false
898,898,BGIH611128HROMAB07,SPWC971117GD7,39.03,false
899,899,ZENX631209HZQKRN97,CEKY681229CM4,15.43,false
900,900,GNQF971214HPCXIA63,JGTN940819MH2,34.3,false
901,901,OHVU961007HZEDQM77,QWRZ701219GN0,8.54,false
902,902,TQOY981219MXLMCJ83,ACKT981228RS5,44.15,false
903,903,VCXO831128MSRTFX07,SLRG601229PC6,15.72,false
904,904,OVNL841009MSPLCQ19,EGJF941209PU7,25.13,false
905,905,UOLI921126MQKXTZ32,WVAX830509WL8,31.28,false
906,906,AOEV930909MCJVYN80,DYAE981217HT2,40.54,false
907,907,ERSO990828MSJIZY39,TCVN871228TB6,43.88,false
908,908,AFDC951129HOHAXC43,URSW771208BC3,15.03,false
909,909,FNPU851129HVCGWX30,FVYZ981229NF1,16.46,false
910,910,EDIC951206MGPKCI11,NBUY991208ZG2,18.78,false
911,911,QNFU961225MAEWHM05,WTUR851129JE4,30.39,false
912,912,SJPW901108HUHWTD17,DWQE761119OE3,33.63,false
913,913,PAXS971107MAUNTF44,POJX681008WO3,35.8,false
914,914,RCWY961219MAILMF37,SEYG960927YL9,7.31,false
915,915,UVIT901229HEYLBU32,EYRC951208LP2,35.68,false
916,916,VHOQ731225HFVMQG81,UGOP741129DU5,40.46,false
917,917,NOKX971219MHCPAQ22,PDVG871129MN3,30.76,false
918,918,XBFA991208HKYTXD55,HZID821208QD8,4.57,false
919,919,HBXV711007HJFTPQ83,WDEU821127DT0,36.04,false
920,920,IPDN831229MWNVKL59,JWCH890918PI5,37.53,false
921,921,MXSG811228MXUHFN95,RLGO691127GH4,4.91,false
922,922,NLXI851208HZPINJ94,MAHW931021GQ4,34.25,false
923,923,PYEH791126MSBJXC99,VOPM871219QT8,28.76,false
924,924,IXSV630929HPMLID88,RCUS791208ZU5,40.48,false
925,925,PCVX881219MZXHAJ92,HWJR951226UK1,2.76,false
926,926,CDAF951228HEQPCU16,MHDA651229OV3,43.51,false
927,927,RLXP951107HXSZHU57,TYQI721218YZ4,43.67,false
928,928,UDVB610816HQCMOR58,SVEW961228QG8,31.99,false
929,929,SXBA681229HNILFS35,JSWD870919BN7,19.24,false
930,930,WFAK951229MYEHGD90,RSYJ951128KA2,20.24,false
931,931,ZMVO791101MAYGTB37,UZWM951229ZX9,40.25,false
932,932,STDO951117HYEZVS75,WZCT991209CV6,13.2,false
933,933,ROGC911229HENQIA43,ZFUR990828QU8,18.23,false
934,934,GXLI831229MITUWF33,ZSNY921009JE4,9.54,false
935,935,PRFU900906MEKMCF38,ZCRB871229UY6,38.6,false
936,936,LABV921118MCYTPA88,GCTD881228EH9,2.45,false
937,937,GZTU741008HSOWCG14,WDEZ921017PB2,15.06,false
938,938,XLQG611228HQVYNM82,IJGK720808IR2,20.63,false
939,939,JPTF991229HYSCAF50,XSMJ900908ZQ4,22.34,false
940,940,ETBS831229MWHMYA64,ADFV791219PC7,4.26,false
941,941,MTUX621209MZAQFU23,RUHD981219IF3,3.67,false
942,942,NZDY991229HWOIDN55,SKBR891119ZO9,20.91,false
943,943,VZCX921226HVFRQZ82,FMKJ891228MS3,4.78,false
944,944,MCVA910926HRPHDB14,RGCF981122VC0,25.22,false
945,945,NWDB911218HQFVTH10,ARWC980808FS0,26.08,false
946,946,DXQF851229MAYGTU55,APGU960828TF5,9.29,false
947,947,CVHG931206HIWXUL81,NGUP931127GK3,25.25,false
948,948,YBOL950909MKMTXC94,JXEH941226DE4,34.71,false
949,949,ABNF631219HNLPZG62,SMOY961209KM2,25.62,false
950,950,QIZR631216MLSOVZ35,MKPL991018TQ2,11.07,false
951,951,WLJQ901206MBFITD51,MPLT701227NV2,39.63,false
952,952,JRCV761219MSNFPQ95,EZRV891229TW5,27.57,false
953,953,OJCY971219HKFIWQ27,HGYF801226NM9,36.49,false
954,954,SORZ911217HBRFGH69,OQRE941229XY4,42.46,false
955,955,GFTN931227MGSEXP28,WBAJ900919DK4,7.54,false
956,956,LOKC601229MGLRCT40,HOWF851218AI0,26.63,false
957,957,ICPT831226MTNCQA48,AITH631019CL5,21.8,false
958,958,QNGM801229HAXZKY29,PZJR821229UI7,30.94,false
959,959,EPMH701208HUVBFZ33,SFPY991216RL9,42.92,false
960,960,ASNZ651009HNIQAC36,DSBX841216OC0,36.86,false
961,961,NHZA901218MFRVOB64,HLUR991128WE3,17.27,false
962,962,JLAW731108HXFKLO18,FCEY981114PC8,33.1,false
963,963,WGST611219MYAVXJ13,ZFPE961217XU2,24.34,false
964,964,WGBL621029MYHMWK05,TOKU661128JX6,27.44,false
965,965,XAQK741209HDSMIV83,SGPB671228LX5,7.78,false
966,966,TDKJ940925HVENXQ86,AOFV971127WZ3,23.35,false
967,967,HPGQ990919MWAXJI35,UJQB911125IG7,27,false
968,968,FQHJ901228MMOFQE85,ATXU911128XC9,8.66,false
969,969,XWVE961209MXLHKN32,WBHD831219DC1,14.44,false
970,970,AVQW631228HTAYVZ17,GQUA861228GT3,28.51,false
971,971,OWGQ720628MUBVFS81,HEVU901229JU0,11.29,false
972,972,STCW991118MWCTDA75,LDSG911008MG3,10.78,false
973,973,DYBV831219HUMJDL69,EBKD631226MH7,34.16,false
974,974,EICH971218HVQWLR33,HUFM871219KP6,15.98,false
975,975,PKLT791126MPIWCD98,SRVN851208AD4,28.56,false
976,976,NIZB961108MDNYQT89,PLQX921229EP0,39.43,false
977,977,AOSD700719MFBCKS76,YHGA711218GD5,17.36,false
978,978,IVLP861229HZWHCY93,SGZO991128WV1,9.14,false
979,979,FSKW911007HNZGUL45,SMVQ981127CB0,33.52,false
980,980,ORDL960917MNAHWR53,OGCS671229KB9,40.04,false
981,981,SGBN621109MWIZQJ94,EMNW811228DV4,11.84,false
982,982,HTSR631108MXDZLR08,MEPU831129VE0,29.93,false
983,983,UVIH751225HSYZOF22,HJZA911218HL2,25.78,false
984,984,BTVO771128HNTUAC47,NJRF801109XW6,7.09,false
985,985,YERJ991129MZXWSA29,KTQN810926IF1,3.12,false
986,986,TFVC751219MXJQHS08,TNGM991008UW7,33.45,false
987,987,NPQO771119MGYTQR67,TPOL671226RU6,42.52,false
988,988,TJVB881217HOSBRY17,NKYU621219KQ8,44.29,false
989,989,CTLG671219MXLWVD24,EFIT901228IC4,31.8,false
990,990,PKIJ961209MWROHN55,JOWS921207GM7,9.77,false
991,991,ABGU951229HFDVNW39,YRXZ991028EZ9,18.07,false
992,992,XSJU690929HIYDQV84,LJHP951217WN3,34.79,false
993,993,ORWJ741208HCEHDF57,JDUG911127WN7,4.29,false
994,994,SIPA881109MWQLZR29,DKEJ911108YU4,4.91,false
995,995,NSCL911119MVBGSD99,ACNO891029YI9,24.96,false
996,996,AUCH941008HVTKAE66,PXBA911227DO3,9.05,false
997,997,HRXW731229HMESKW03,BOJM941109KI4,31.12,false
998,998,UXPO911226MRDIJP58,EWSC951127PC9,20.01,false
999,999,WFNR931107MBPCUK51,QYWE991029LJ7,5.26,false
1000,1000,SJGD910928HFKDST94,XZVU861129RU8,21.47,false
